datetime,pm25,pm10,no2,so2,co,o3,location,coordinates.latitude,coordinates.longitude
2023-01-01 13:00:00,5.86719755342202,67.6212437476133,44.185335562457325,6.6186924469329504,1.5406568186514442,20.644753195046363,Demo Station,28.6139,77.209
2023-01-01 14:00:00,7.750821674869673,60.81179083624482,14.579420113607046,11.200249142459707,1.2422058496975186,43.50587151116254,Demo Station,28.6139,77.209
2023-01-01 15:00:00,19.377124707590273,62.3816633877602,31.031250851453585,14.392662792374248,1.2278819270648922,44.4657458084787,Demo Station,28.6139,77.209
2023-01-01 16:00:00,14.871688796655762,42.48982038721001,2.6619848447009744,10.434242595276984,1.753567312815011,39.67781416068539,Demo Station,28.6139,77.209
2023-01-01 17:00:00,28.14247332595274,36.87805527988717,13.680998120563878,10.486423325631293,0.7674856214117276,53.298542545206075,Demo Station,28.6139,77.209
2023-01-01 18:00:00,15.91975924478789,75.38511343797241,35.731969138362054,5.6360828607316265,0.5361692633570017,15.548452607159842,Demo Station,28.6139,77.209
2023-01-01 19:00:00,10.876962986647085,40.053657072846605,15.139537356956515,15.72102398952068,1.902180048324336,46.07179754319923,Demo Station,28.6139,77.209
2023-01-01 20:00:00,39.65648768921554,55.881640775864284,21.831406022643126,15.222732890715918,1.0747115258970639,44.95972644193432,Demo Station,28.6139,77.209
2023-01-01 21:00:00,22.742236995134643,53.26669361355077,37.396296030719064,7.947204056567517,1.2239874237786108,20.841215626598427,Demo Station,28.6139,77.209
2023-01-01 22:00:00,25.67528204687924,79.23434032514237,21.312207882796045,9.378557702585022,-0.0430372421413292,27.902005567950944,Demo Station,28.6139,77.209
2023-01-01 23:00:00,10.752518137865433,69.42824715344719,42.34263109824537,17.071103363451634,2.2704662257413073,53.86258951378947,Demo Station,28.6139,77.209
2023-01-02 00:00:00,19.556172754748175,24.094827586657583,33.23494181229096,4.332145894762723,1.9192129695325548,17.228167036998467,Demo Station,28.6139,77.209
2023-01-02 01:00:00,26.10922589709866,26.248936664499197,36.535246678867544,13.021441956793907,2.066455028249464,89.27542139841265,Demo Station,28.6139,77.209
2023-01-02 02:00:00,13.490064225776973,61.57819636138268,48.61448398107798,7.206931134344359,1.8098604963181955,51.11523201783506,Demo Station,28.6139,77.209
2023-01-02 03:00:00,28.75698018345672,48.71324705241667,34.797345939210985,18.890389383758205,0.2872344370477884,38.853263787038884,Demo Station,28.6139,77.209
2023-01-02 04:00:00,18.99361310081195,40.896564320924725,53.08270935704016,10.317233643326686,1.6831991717433215,34.956953312568466,Demo Station,28.6139,77.209
2023-01-02 05:00:00,22.083062502067232,70.31255767988941,43.66893424556736,16.301892590700213,1.0126931981240408,55.76402997283901,Demo Station,28.6139,77.209
2023-01-02 06:00:00,18.98293387770603,53.749187641778214,22.14821355248315,6.193363257694357,0.7297143158131685,31.77300936807314,Demo Station,28.6139,77.209
2023-01-02 07:00:00,43.522781845089376,51.04914773778888,49.39722112531907,3.757356588378661,1.9000385931565769,32.59367483977875,Demo Station,28.6139,77.209
2023-01-02 08:00:00,24.865027752620662,65.596572815101,33.95799031354418,8.82870271399444,2.826807133402143,69.05176549567435,Demo Station,28.6139,77.209
2023-01-02 09:00:00,14.422890710440996,42.49782010112871,24.07980437009245,11.313417289734183,2.694671535165073,30.5688201026913,Demo Station,28.6139,77.209
2023-01-02 10:00:00,33.225449121031886,81.37037970945109,34.17578542981324,7.4463415899179335,1.9977160148084927,42.7216269701079,Demo Station,28.6139,77.209
2023-01-02 11:00:00,12.791563500289778,34.239047535339836,46.684902365853944,13.791537131374836,1.4758174724326427,24.795758481059536,Demo Station,28.6139,77.209
2023-01-02 12:00:00,27.088635950047554,63.13858132684176,36.825676413633325,8.950232160947854,1.3275661432648698,45.18080954975417,Demo Station,28.6139,77.209
2023-01-02 13:00:00,5.403298761202244,78.6766567731969,57.335892488270964,-0.40718580883302735,0.7763971308454183,51.61228868880109,Demo Station,28.6139,77.209
2023-01-02 14:00:00,11.718139511015695,22.454090214558,46.29795836848233,12.764059895965003,1.2842134530346587,73.65791018383638,Demo Station,28.6139,77.209
2023-01-02 15:00:00,26.968612358691235,43.13329648295102,37.84740050103244,5.587314704264213,2.2268191676705156,21.25302220054784,Demo Station,28.6139,77.209
2023-01-02 16:00:00,32.38466579995411,72.84414785771116,14.608978758882635,8.192013091617408,2.9585113056199495,11.042515914095748,Demo Station,28.6139,77.209
2023-01-02 17:00:00,26.713682811899705,73.14489095462051,27.30401228984819,17.765656017696777,0.8468149544287688,34.66418792435941,Demo Station,28.6139,77.209
2023-01-02 18:00:00,23.843517176117594,46.570087992235216,31.07496209626277,18.86405862060545,-0.09601078773735927,27.6577201862783,Demo Station,28.6139,77.209
2023-01-02 19:00:00,21.988963044107113,35.30657812646281,40.449472518266205,7.122532824535943,1.075300803110156,39.69105922891814,Demo Station,28.6139,77.209
2023-01-02 20:00:00,10.214780096325725,69.11871644661525,39.55999561908289,12.888933153159199,2.223163290296908,50.439766517295766,Demo Station,28.6139,77.209
2023-01-02 21:00:00,17.801557916052914,73.6709820516321,32.543106153274294,7.238627547886777,3.1578218325272553,85.30046151647082,Demo Station,28.6139,77.209
2023-01-02 22:00:00,20.393612290402125,26.706733029752105,31.805248730657567,8.565635105506985,2.5480329653254428,30.970292854911122,Demo Station,28.6139,77.209
2023-01-02 23:00:00,35.57122226218915,25.921727020672396,40.806853426141046,6.9711229255072364,2.528228169902702,-4.2080737510587625,Demo Station,28.6139,77.209
2023-01-03 00:00:00,28.436182895684613,54.50513363967199,17.121206615550214,1.3782815980175762,0.8203517170602077,35.24046700984596,Demo Station,28.6139,77.209
2023-01-03 01:00:00,7.36959844637266,62.58721266857784,55.432737288747845,10.475276118668548,0.8428885011607932,47.01055329446593,Demo Station,28.6139,77.209
2023-01-03 02:00:00,28.24083969394795,44.0186182953989,-0.7075032774520693,11.440826934730833,0.44095229018703375,20.607385198791718,Demo Station,28.6139,77.209
2023-01-03 03:00:00,21.149177195836835,63.585876399646985,51.83114223258043,6.644991273444308,0.9676162110996553,44.67364905829234,Demo Station,28.6139,77.209
2023-01-03 04:00:00,18.230779996940413,35.79726786325236,29.322217073622568,15.438958557185545,2.231278226728932,42.74963070689813,Demo Station,28.6139,77.209
2023-01-03 05:00:00,31.11676288840868,7.706128018525291,45.038697214073906,7.819598914523903,2.7995897495479407,45.19703487997838,Demo Station,28.6139,77.209
2023-01-03 06:00:00,35.30999522495951,41.52197855334808,35.45760651438919,6.813940875704926,1.77641381702629,55.82643908259715,Demo Station,28.6139,77.209
2023-01-03 07:00:00,34.31280119116199,51.26464293026202,35.190516163662025,12.632515590540532,1.2959032319920651,38.34617431326661,Demo Station,28.6139,77.209
2023-01-03 08:00:00,16.607824767773614,44.48320080207087,38.313817140397816,2.286590050137355,0.6466201458612625,50.95075313012319,Demo Station,28.6139,77.209
2023-01-03 09:00:00,21.907876241487855,26.827934726810298,42.13581433631668,14.533395158514029,1.409987875189366,4.0207770553936655,Demo Station,28.6139,77.209
2023-01-03 10:00:00,28.31263431403564,13.687020482423648,25.0675376011914,7.989154213028186,1.6625010621204437,20.75241416414667,Demo Station,28.6139,77.209
2023-01-03 11:00:00,34.75545127122359,39.718223912642046,45.521986957893546,14.946430381970448,0.32954234178144337,33.16931338147881,Demo Station,28.6139,77.209
2023-01-03 12:00:00,20.2082576215471,67.95311543299488,13.732940646318248,16.44065262914578,2.2371783428054313,19.89741719967445,Demo Station,28.6139,77.209
2023-01-03 13:00:00,23.143410233361827,75.12394878827365,29.92004140010813,13.200767211785706,1.1608688029530725,40.131920042231876,Demo Station,28.6139,77.209
2023-01-03 14:00:00,13.936650259939718,73.7542676827691,42.53954886408415,5.940133536358444,2.1891326728809606,33.125134048451926,Demo Station,28.6139,77.209
2023-01-03 15:00:00,13.037933759193292,33.68180929702894,44.92526369423834,3.7458414675779768,1.4912640303592126,30.897320208420414,Demo Station,28.6139,77.209
2023-01-03 16:00:00,33.125258223941984,26.92587352739272,36.911832723921016,2.8296366833238196,1.7377733543098457,57.676095937859486,Demo Station,28.6139,77.209
2023-01-03 17:00:00,38.56240028570823,59.9326922995979,24.099113430663966,15.514553508506555,0.938440631934954,41.67643582629245,Demo Station,28.6139,77.209
2023-01-03 18:00:00,24.27989878419666,62.70200023195851,43.450616675530554,9.325999438999084,1.2243077713476405,18.325801946848813,Demo Station,28.6139,77.209
2023-01-03 19:00:00,35.03532897892024,58.00339210400995,19.959506413218698,7.003891027345757,2.0136336986895653,27.93355230642194,Demo Station,28.6139,77.209
2023-01-03 20:00:00,28.61636025047634,9.718734515244734,56.27113610623367,9.339589242305541,1.3948014122093009,55.064408338785086,Demo Station,28.6139,77.209
2023-01-03 21:00:00,18.548802453948756,32.66230830233067,28.729936537505036,15.40310604477084,0.6160207874422645,43.99418712437953,Demo Station,28.6139,77.209
2023-01-03 22:00:00,28.613956055084138,49.40622419428043,6.905614586910591,13.89369892679775,1.589259244041824,63.918803293689365,Demo Station,28.6139,77.209
2023-01-03 23:00:00,40.38036566465969,59.74436389260855,12.079747979751723,12.192530778544274,1.808540013470721,56.93132488210924,Demo Station,28.6139,77.209
2023-01-04 00:00:00,24.641739608900483,65.34614725204973,30.65465455319381,13.189430287132025,2.5983108205376246,32.218661422032916,Demo Station,28.6139,77.209
2023-01-04 01:00:00,40.64643655814006,52.8850704456408,32.0973790698908,10.900861777484744,2.4220426149275776,68.71016897816318,Demo Station,28.6139,77.209
2023-01-04 02:00:00,-1.1974510408974446,56.61567613076472,59.54485027426643,11.510565286482125,1.4482915629169053,70.35630648398512,Demo Station,28.6139,77.209
2023-01-04 03:00:00,33.21902504375224,51.69730916722208,14.422509935786604,11.105126155755235,1.0621318682686036,4.2916088536432255,Demo Station,28.6139,77.209
2023-01-04 04:00:00,25.87047068238171,63.71238748436966,30.59193298955896,9.999693771862232,1.3173588805106475,40.63561640183875,Demo Station,28.6139,77.209
2023-01-04 05:00:00,22.009926495341325,56.25731302981822,14.10867889376915,13.766869419156407,1.081013194097661,29.003210190479415,Demo Station,28.6139,77.209
2023-01-04 06:00:00,25.917607765355022,51.314753200945745,22.610177201798948,11.806410531001974,1.9049289805631575,34.79048400764913,Demo Station,28.6139,77.209
2023-01-04 07:00:00,5.124310853991073,44.63262401725238,55.259580451040065,5.5964248444652105,2.33333209809252,23.67698389856908,Demo Station,28.6139,77.209
2023-01-04 08:00:00,22.80328112162488,51.62582850084962,12.954956652660137,12.644371927613268,2.4918674874352713,21.17158235447049,Demo Station,28.6139,77.209
2023-01-04 09:00:00,28.571125715117464,59.6918275767855,38.805636361017505,11.236235331896522,1.170234838001868,58.02346479064498,Demo Station,28.6139,77.209
2023-01-04 10:00:00,39.77894044741516,55.34950777796122,35.89361038521587,13.057067344575495,1.0903788804687053,16.638768808664643,Demo Station,28.6139,77.209
2023-01-04 11:00:00,19.817297817263526,57.61652836690507,29.63742860462687,9.478965431924857,1.1636844603530954,41.86709133480045,Demo Station,28.6139,77.209
2023-01-04 12:00:00,16.915063971068122,76.85443722702371,37.791549347876064,14.05870156883579,-0.045629560068927155,13.017258205896795,Demo Station,28.6139,77.209
2023-01-04 13:00:00,19.982429564154636,55.30327845493175,12.59969427085067,9.692957245669215,0.5377501131624652,65.38811623870212,Demo Station,28.6139,77.209
2023-01-04 14:00:00,34.15402117702074,37.02002959053685,54.84483761705336,13.619398433002724,1.472357595249053,40.60067709433568,Demo Station,28.6139,77.209
2023-01-04 15:00:00,28.287511096596845,67.67213571988339,58.87268242685282,7.717642420247445,1.8034173923551755,54.90584369359519,Demo Station,28.6139,77.209
2023-01-04 16:00:00,19.702397962329613,22.67603324662165,30.7065704663897,8.063729729505237,1.8929384463060368,43.90211562400057,Demo Station,28.6139,77.209
2023-01-04 17:00:00,30.13267433113356,28.37173238521426,66.34659195920331,13.010262616050623,0.8756044625035722,34.93511685516978,Demo Station,28.6139,77.209
2023-01-04 18:00:00,25.970775493480403,56.716945294401384,24.014581026751195,8.341133031276279,1.1071118817445167,41.36741801830076,Demo Station,28.6139,77.209
2023-01-04 19:00:00,34.68644990532889,60.327933355731574,36.0064799078442,21.028913473740808,1.2843969546884313,70.1466683903954,Demo Station,28.6139,77.209
2023-01-04 20:00:00,17.979469061226474,25.0989755299201,51.4783359566177,12.832224933895134,1.1950992809315526,22.05146678202385,Demo Station,28.6139,77.209
2023-01-04 21:00:00,21.723378534022316,42.343650380265004,23.114933096656358,10.124617430771004,2.0504141765317314,-10.986978849033811,Demo Station,28.6139,77.209
2023-01-04 22:00:00,21.078918468678424,37.878323355606824,9.276764116808426,14.099503883794245,0.453460712030457,24.262705709769133,Demo Station,28.6139,77.209
2023-01-04 23:00:00,10.364850518678814,40.26647354236806,5.824244015717191,7.596597950117416,0.5805635159656464,15.818250726572153,Demo Station,28.6139,77.209
2023-01-05 00:00:00,27.961202770645762,68.87195552545892,60.91239845853988,14.615074096165088,1.261251763482043,59.36028928997857,Demo Station,28.6139,77.209
2023-01-05 01:00:00,27.610552721798893,64.13010927094506,22.064630240418335,14.476176083317663,0.40751703732986044,36.48541408350634,Demo Station,28.6139,77.209
2023-01-05 02:00:00,25.051134566424608,49.61755640292585,27.21394854872252,16.26767028889775,-0.020376223165329055,56.54902168098865,Demo Station,28.6139,77.209
2023-01-05 03:00:00,22.654128666248532,39.08076145770144,13.308538825184183,7.795952343257113,0.3052182723041963,40.637831642726695,Demo Station,28.6139,77.209
2023-01-05 04:00:00,10.846292579495858,23.00700659559719,44.225089189937826,3.886333729311275,1.3058283292409865,40.173520836511386,Demo Station,28.6139,77.209
2023-01-05 05:00:00,20.79354677234641,78.40369877563897,18.276602111631227,6.9492268039872584,2.00442465306038,43.27889906653384,Demo Station,28.6139,77.209
2023-01-05 06:00:00,21.572854834732304,61.84227800569837,22.63105458508017,8.591847420136265,2.021093227514261,69.60048571599373,Demo Station,28.6139,77.209
2023-01-05 07:00:00,16.97722730778381,35.86661791853719,34.49280629124241,18.336058004258774,2.770332346031273,43.73055148854563,Demo Station,28.6139,77.209
2023-01-05 08:00:00,23.38714288333991,64.39198995249782,14.039311091316414,20.975060145638743,1.5813320940566884,62.18339699560197,Demo Station,28.6139,77.209
2023-01-05 09:00:00,29.040508568145384,48.59552758850749,27.32126595728662,11.723311523219913,1.6889604098630624,60.90327736834355,Demo Station,28.6139,77.209
2023-01-05 10:00:00,43.8618590121053,44.257809902753145,51.03314384254905,10.046953040092996,1.2996743703773244,36.73416837168355,Demo Station,28.6139,77.209
2023-01-05 11:00:00,26.74577812831839,58.704230565792045,36.42381596275295,8.250460847628945,1.3385388274111927,38.52130966395876,Demo Station,28.6139,77.209
2023-01-05 12:00:00,27.57550390722764,35.170035001745504,31.958134386425378,14.123451751054336,3.16443626527617,32.44394668333445,Demo Station,28.6139,77.209
2023-01-05 13:00:00,24.255540842338327,43.1248696097978,33.22297064195798,20.94290695995759,1.7090811498040255,65.66354451556887,Demo Station,28.6139,77.209
2023-01-05 14:00:00,5.812287847009586,52.42922128399092,24.162973560351546,18.929254455941358,1.7786194152752972,21.17875966964001,Demo Station,28.6139,77.209
2023-01-05 15:00:00,24.73486124550783,40.01097614229573,59.94228479632388,15.689883063029168,0.5839085576664269,25.540165437780516,Demo Station,28.6139,77.209
2023-01-05 16:00:00,25.602302099410263,63.38170420535048,17.81764304198899,15.616512655569283,1.8283378199240545,34.47511929650243,Demo Station,28.6139,77.209
2023-01-05 17:00:00,49.63242112485286,87.38133007356521,33.163892429458954,14.161549431270572,2.0266655834587715,17.036953396972947,Demo Station,28.6139,77.209
2023-01-05 18:00:00,23.076390352188774,34.914037347857146,31.725383495142108,9.763546771457326,2.3882481023502926,28.174104325819226,Demo Station,28.6139,77.209
2023-01-05 19:00:00,28.015473423336125,16.69749407391911,45.131437606997025,6.317258887296021,2.004067619921201,62.721323844947094,Demo Station,28.6139,77.209
2023-01-05 20:00:00,24.652882302947567,9.965196650474766,46.5476090819046,9.895929553360293,1.3986094175328132,53.02811296346875,Demo Station,28.6139,77.209
2023-01-05 21:00:00,13.31321962380468,46.99063717010036,29.519717932693936,12.111698010656767,1.364461349709433,31.585196102960627,Demo Station,28.6139,77.209
2023-01-05 22:00:00,36.42822814515021,36.73670819747635,34.359997396695746,2.7318305064085244,1.4423354569848776,56.05657823838384,Demo Station,28.6139,77.209
2023-01-05 23:00:00,32.519330326867745,54.15721002134161,34.928021308709226,9.235246353168955,1.5857496348487226,81.63816137355838,Demo Station,28.6139,77.209
2023-01-06 00:00:00,32.910319470430466,52.65195344052202,-4.0821248335591065,5.870338227043632,2.5141203526449427,46.26223785723945,Demo Station,28.6139,77.209
2023-01-06 01:00:00,15.90612545205261,17.935663067718075,6.165155962833367,15.069205805340708,2.358111639360966,68.40718918866531,Demo Station,28.6139,77.209
2023-01-06 02:00:00,39.02794310936099,13.702323410371882,20.92404463917044,7.251457989216447,2.1023287629806244,57.031776335940734,Demo Station,28.6139,77.209
2023-01-06 03:00:00,10.981489372077192,55.9186648069219,21.576019854346967,11.641101659904937,3.1233679843762383,34.111260630287006,Demo Station,28.6139,77.209
2023-01-06 04:00:00,30.868570938002705,52.70857669439914,12.010763670538015,6.499898535322117,-0.6249907002214607,43.94595939428238,Demo Station,28.6139,77.209
2023-01-06 05:00:00,46.90455625809979,41.48364003266897,41.24373857060445,17.98849662980458,1.1319531405391754,50.52564933948861,Demo Station,28.6139,77.209
2023-01-06 06:00:00,15.094636748693116,16.85712829735391,30.031776315262086,1.4962153173270725,1.4909819047084938,25.10060512655774,Demo Station,28.6139,77.209
2023-01-06 07:00:00,19.33702270397228,59.427825255299815,26.779581789197444,12.379201884219833,0.9622164208312217,-12.184973106883987,Demo Station,28.6139,77.209
2023-01-06 08:00:00,25.996513650876413,75.43799090847887,11.157670882389198,3.613711657800338,0.7561994202780871,23.318488742419213,Demo Station,28.6139,77.209
2023-01-06 09:00:00,19.965243458838007,55.55964880437845,29.33182703632817,7.4533367475757455,0.12627228770943422,-3.1628189690414032,Demo Station,28.6139,77.209
2023-01-06 10:00:00,9.493365689338674,33.05052218869871,-9.400271339979177,11.030933518422524,1.25093711033259,24.970931467174875,Demo Station,28.6139,77.209
2023-01-06 11:00:00,25.685629748060272,50.891043311423026,27.555655337912384,11.276785156584188,2.2152216430734653,5.851109075050964,Demo Station,28.6139,77.209
2023-01-06 12:00:00,14.376962862738951,22.6777183813263,30.94775503211634,11.146334205477064,2.1191490738434187,57.6021740815007,Demo Station,28.6139,77.209
2023-01-06 13:00:00,29.735924306351816,71.15921427677586,33.62872476482248,10.758745704877501,0.8982960910074386,16.348049985325723,Demo Station,28.6139,77.209
2023-01-06 14:00:00,15.80575765766197,51.63688669059078,6.538473547810799,6.790778690632787,1.6761960628253492,50.88216177906438,Demo Station,28.6139,77.209
2023-01-06 15:00:00,40.499344050175395,14.636861764935361,33.37225105037212,9.179733384555945,2.5860798521728734,55.33204126346946,Demo Station,28.6139,77.209
2023-01-06 16:00:00,17.167467076637628,43.986512791126344,14.378530952031863,10.158170080894575,0.28394636372381377,54.03017547380369,Demo Station,28.6139,77.209
2023-01-06 17:00:00,21.779384837943244,59.26603020468462,17.81295251561499,10.976801983794415,1.3729312157019764,2.6332763187085817,Demo Station,28.6139,77.209
2023-01-06 18:00:00,33.135172173696695,43.33904758048955,40.768970787339974,9.671597635965059,1.7291970326471515,62.452887908043856,Demo Station,28.6139,77.209
2023-01-06 19:00:00,12.691356835660448,44.48208557119652,60.21170585039616,13.647952104922272,1.5080122720294324,48.40676732102945,Demo Station,28.6139,77.209
2023-01-06 20:00:00,27.274599346041295,25.511955859054567,30.7703813820402,10.466934850754711,2.1805067152139155,56.08531482404868,Demo Station,28.6139,77.209
2023-01-06 21:00:00,38.07142754282428,61.33081974163312,17.743568120396517,11.006629838108068,0.3017391762705073,76.59752538407369,Demo Station,28.6139,77.209
2023-01-06 22:00:00,8.925167654387725,37.030615999617254,32.83005671264998,8.086738258442413,0.6953450713620695,55.88664274213467,Demo Station,28.6139,77.209
2023-01-06 23:00:00,26.846338585323043,6.871092459899344,44.085437362487184,4.7377903669278885,2.0456330741567963,16.346947381011066,Demo Station,28.6139,77.209
2023-01-07 00:00:00,27.598827942484235,42.57485258659212,39.31496348809103,10.770144653662353,0.13822075112398813,53.06566881697644,Demo Station,28.6139,77.209
2023-01-07 01:00:00,32.8182287177731,69.62299431140707,71.14669308695619,16.03723021981469,2.1494142728266215,9.927662124420632,Demo Station,28.6139,77.209
2023-01-07 02:00:00,12.63049289121918,42.26141106800105,19.26993646358,12.219306153652067,1.8598545249855305,38.740687623245954,Demo Station,28.6139,77.209
2023-01-07 03:00:00,11.795433869157236,84.75969970247041,33.78347219878947,5.912530293926041,2.0935357917642885,29.935424004396754,Demo Station,28.6139,77.209
2023-01-07 04:00:00,30.219415656168977,58.57935897097034,53.23376930127304,14.07370012909302,1.1245682777922368,40.203010807230356,Demo Station,28.6139,77.209
2023-01-07 05:00:00,27.96984673233186,56.775163245607324,52.29238855527798,8.324414661030216,1.9078707493707614,9.809156564239881,Demo Station,28.6139,77.209
2023-01-07 06:00:00,27.504928503458764,47.43203468164782,0.7488311021342895,13.573269902401437,0.5621699438793702,12.112418472635493,Demo Station,28.6139,77.209
2023-01-07 07:00:00,28.464482094969757,48.63427584471419,29.949635699400282,8.156020675519194,1.1683960460269445,31.012951699617638,Demo Station,28.6139,77.209
2023-01-07 08:00:00,18.199752784215093,44.73152729760992,52.2678114877305,11.766532199136849,1.5290711522220266,35.54953785230716,Demo Station,28.6139,77.209
2023-01-07 09:00:00,27.322536971610035,43.95461215834947,73.35964485598706,7.4075133168782665,0.7810004603544721,31.484098422372288,Demo Station,28.6139,77.209
2023-01-07 10:00:00,27.93072473298681,60.61734324134298,40.55693825626228,7.5347375176483276,1.674485494427409,69.00904996038422,Demo Station,28.6139,77.209
2023-01-07 11:00:00,17.85648581973632,31.28337540418869,24.482050594552746,2.1686731645213015,0.5846342169653874,48.47284248915255,Demo Station,28.6139,77.209
2023-01-07 12:00:00,43.65774511144757,28.482123425514807,14.861952713439152,12.560374095805798,1.7149206478680088,47.923829195187636,Demo Station,28.6139,77.209
2023-01-07 13:00:00,29.738329209117875,27.536098982492447,63.28115036296274,11.850848174101685,2.8934802435098232,32.35375317275973,Demo Station,28.6139,77.209
2023-01-07 14:00:00,13.086965027973514,90.91309095354308,40.931123796986384,12.132213581304713,0.49466748910611313,12.163363206389967,Demo Station,28.6139,77.209
2023-01-07 15:00:00,31.565536086338298,60.6068580334116,17.278996096718735,11.376652805659056,1.4819519069792595,39.91758430318053,Demo Station,28.6139,77.209
2023-01-07 16:00:00,15.253183297726785,56.089844033602894,26.952654504993284,6.1887498333834845,0.20563115356388173,76.14539932299891,Demo Station,28.6139,77.209
2023-01-07 17:00:00,32.87084603742452,28.84970659413137,34.65279775243056,14.8294963224679,0.8336367855276662,44.48759255768307,Demo Station,28.6139,77.209
2023-01-07 18:00:00,36.58595579007404,62.46684601349657,38.15709980832177,14.963896500461349,2.061559337391557,62.26384854470453,Demo Station,28.6139,77.209
2023-01-07 19:00:00,16.793176816482895,47.66857307093343,16.505720136813153,6.058812674147086,1.1554971185678926,64.78781774099048,Demo Station,28.6139,77.209
2023-01-07 20:00:00,34.63376129244322,54.283378822634994,20.78714372811761,12.66061995674979,2.0939281110147707,51.19082517896025,Demo Station,28.6139,77.209
2023-01-07 21:00:00,29.12780926936498,30.46759368272888,5.205981564405601,14.374955926839885,1.7847066869414059,44.405479434680714,Demo Station,28.6139,77.209
2023-01-07 22:00:00,33.2206015999449,53.20537714835153,45.596434344071724,7.649508633281393,1.4483853829280062,20.245370385806567,Demo Station,28.6139,77.209
2023-01-07 23:00:00,43.967929826539475,41.523329235870335,24.87572299844526,8.51982155377824,0.6764699242212268,35.83105716910453,Demo Station,28.6139,77.209
2023-01-08 00:00:00,22.546118839971296,34.687776859396244,36.99482473774938,12.67056704105893,2.04839057479803,32.78209527624807,Demo Station,28.6139,77.209
2023-01-08 01:00:00,17.462638356425103,64.68212671614498,51.3338776286449,2.4483511529284936,1.7433069827611956,46.59991114892294,Demo Station,28.6139,77.209
2023-01-08 02:00:00,16.104855703744768,19.245843829399952,33.29805213560918,4.5574138923300005,0.2775676735925159,11.7186678506963,Demo Station,28.6139,77.209
2023-01-08 03:00:00,16.841897150345616,61.29552528628301,28.30544286076398,5.051124960652192,0.7283795253733447,29.25418608696426,Demo Station,28.6139,77.209
2023-01-08 04:00:00,24.22898290585896,63.689722671059926,32.90882215325901,1.0184181758725224,-0.7152231052410927,48.08031780232815,Demo Station,28.6139,77.209
2023-01-08 05:00:00,28.411519748166437,32.40712648897519,30.9479040577534,15.424698870937402,0.4074985549729926,25.95770360801326,Demo Station,28.6139,77.209
2023-01-08 06:00:00,27.76690799330019,33.59343077735065,48.69247496816917,0.05934092904166377,1.2492989911837011,21.687804924325988,Demo Station,28.6139,77.209
2023-01-08 07:00:00,33.27183249036024,45.53948637467195,34.66257596308185,11.71555331715683,0.6553154877218459,24.171698890389575,Demo Station,28.6139,77.209
2023-01-08 08:00:00,25.13001891877907,55.64072420924441,21.83398470631631,14.0584169737761,0.8346667231570504,34.55181241801976,Demo Station,28.6139,77.209
2023-01-08 09:00:00,39.53534077157317,46.94290016371549,45.717735853346255,8.532020227933664,2.612456126060622,-7.6138317553145285,Demo Station,28.6139,77.209
2023-01-08 10:00:00,22.35343166762044,58.67124920383759,48.457265345375276,6.658161876343775,2.323050659230453,25.076819746775953,Demo Station,28.6139,77.209
2023-01-08 11:00:00,52.20169166589619,85.25959305074798,9.925040597693048,11.164212253683196,0.9442654497915184,59.05506423353829,Demo Station,28.6139,77.209
